"Soil_Data_ID","Event_ID","Date_SoilCollected","Sampling_Position","Earthworms","Sample_Type","Horizon_Type","Notes","Archived","Created_By","Created_Date","Updated_By","Updated_Date"
"BA15742D-FDEE-4992-8531-EFCD37849C2B","06B55527-C187-4382-A48F-5490E4EBC7C1",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-19 09:15:10,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-04 17:41:12
"BA836F53-1263-4D16-862E-A210D1857E5A","85CAD15D-D53F-4858-B998-930866C45EFB",2012-08-08,"S2",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-08-08 07:59:05,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-08-08 11:50:25
"BA8E0161-08FC-453D-B5DD-00CFD3AE004B","00A5A081-AB93-41E8-AC7A-B35D678CC32A",2011-06-07,"S1",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 12:28:38,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 12:31:48
"BBD3143C-6F39-485B-ADCA-F09EEC25378B","F5E17FBF-5973-496D-8FAB-F85400711F34",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-05 12:11:51,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-09-23 16:53:29
"BC4763DD-C196-4842-A2BF-83BDD3E4573B","A419AEC0-41A3-4D3D-A988-85A4365E17F0",2013-09-16,"S2",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 08:01:32,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 10:15:40
"BCAC9898-E248-477A-8902-0668C1FCDD69","150F07C0-DC45-44E2-A869-028F415CB1E6",2019-12-18,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-18 09:59:10,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-18 09:59:36
"BCC9DC48-7856-49B6-8E48-50CDDE67F7CE","27E48D67-F43B-43D6-B82C-21F112841B04",2011-06-07,"S1",NA,1,3,NA,FALSE,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-07 16:58:01,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-07 17:05:08
"BCF83F61-D905-49E9-BEDC-93B183B1834B","4610A81B-515C-4E00-A90A-1E621889165C",2011-09-20,"S2",NA,1,1,NA,FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-20 16:55:05,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-20 17:02:11
"BD4AB848-3452-4229-88FF-4E0091EBB4A0","8E47DC43-2399-4E46-8951-4445CC496C70",2013-09-05,"S2",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-05 14:03:32,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-05 15:31:59
"BD6EFE21-B904-4E1D-AA11-245D73B5CAE5","4CF7C9A3-B820-4396-AB01-C4BD93EA7A7F",2012-08-01,"S2",NA,1,3,"hydric soils; Original 2011 soil samples lost.  Jim Comiskey resampled one year later.",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-07-28 15:48:12,"{82BD4E92-4D30-461C-8C0E-800F9ED909CC}",2013-05-14 09:56:11
"BD91504C-D048-4F51-9DEE-8B3186FDA838","FF6E88EE-E260-4427-B0DC-BBA31BEA5B36",2013-07-31,"S2",NA,1,1,NA,FALSE,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-07-31 08:30:36,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-07-31 11:45:32
"BDCF1149-5209-4998-84E3-B59C15E7CB27","49B1EE54-B4B4-4514-9D86-8E0D5BD4AC33",2019-08-20,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-20 08:31:17,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-20 08:43:58
"BDDDCC66-5814-4E37-B6BF-AA9E00A78BD3","429B720F-1677-482D-AE22-8A1E2ADBF1E8",2011-09-08,"S2",NA,1,1,NA,FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-08 17:07:36,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-08 17:15:42
"BE2DE94C-FDB3-45C3-B096-A7292257AC92","16FCD1CC-F56A-412A-A4DA-6B4C593921D2",2013-07-24,"S2",NA,1,1,NA,FALSE,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2013-07-24 13:30:09,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2013-07-24 15:51:48
"BE5A5DC7-C1EF-4F40-BCB8-107CD58810B0","A1D944B2-9DD9-47F8-9AB9-A8CEC7B38847",2013-08-21,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-21 14:07:45,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-21 16:11:36
"BE5BD64E-D5D9-416A-89F4-37216EEA2FD6","F4F5369E-BFAB-4839-B44C-1D0A9823F26A",2019-08-07,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-07 09:25:41,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-23 15:18:15
"BEE7C0CE-B472-45EC-AC51-3BE3A53F1517","92E2C935-AD65-4AF2-99F8-27A5B7AA7DBB",2019-12-19,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-19 15:15:39,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-19 15:25:12
"BF36ED8D-602B-4A2E-B3AC-DFDEBDD76196","E9426BF3-7A6C-4CCD-9870-09CDCBC91086",2019-02-15,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-02-15 16:24:08,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-02-15 16:24:49
"BF5B9530-96C9-4931-965F-4B8C0D19DE10","2198047F-CF20-4B7E-B0D2-062E64FB566C",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-20 13:55:17,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-20 15:40:32
"BFBA5EE5-BA07-46DE-8CD9-54D9CC7E9A03","45F9AB2C-ED23-4904-99CB-DEDFF9A0BDC7",2011-09-06,"S2",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-06 09:23:48,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-06 09:37:49
"C0ADBE4E-B48D-4C55-B92E-3BC6D68DAEDF","8A35A0E7-3FFC-40CE-A5C7-7A3F863428F2",2019-11-19,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-19 20:34:21,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-19 20:46:46
"C0C07D06-66C9-4A98-8FFD-BC9B5948FE3A","4A07D8A0-CADD-4F61-B688-F9C7AD5E9764",2011-09-06,"S2",NA,1,1,NA,FALSE,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-06 07:26:25,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-06 10:16:42
"C1284FC6-AECC-4D0F-8B53-A43CFCB93262","A62B80A5-E2CD-42F3-AD83-88F07CD339DE",2013-08-27,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-27 08:45:38,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-27 11:21:19
"C180E364-3E51-4751-93AA-AF30D37393CC","50586FF2-0D35-463E-9578-649EAD3564A0",2011-06-07,"S1",NA,1,1,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 18:15:08,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 18:18:43
"C19CDBB4-601E-4200-9DB9-8C407E68EE80","F4EB74C1-3D10-49D6-A67B-955C90AD1B7E",2019-12-11,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-11 09:24:20,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-11 09:31:54
"C1A7E7F0-E59C-4F88-9EFF-BFF63A77D997","12276452-4619-4F6D-9E3D-7E483234C581",2013-08-15,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-15 08:48:58,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-15 09:53:32
"C204D9F7-78D9-4ECD-8E0B-344C00636229","3B837B04-01A5-4C03-8E5B-94042EB9A115",2019-03-05,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-03-05 14:42:08,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-03-05 14:42:13
"C24C5035-82CF-4536-B99A-BF594D236074","6DBAA9B2-7E5A-431D-9D4D-75BA6728DCC5",2019-12-19,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-19 15:15:54,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-19 15:16:06
"C380CF0D-75A9-4AD3-A9FA-F325734B7B70","19E282E5-7426-4F96-BB29-E9D3E26611C4",2019-11-01,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 12:25:56,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 12:26:41
"C3FAC622-1434-4F94-93E8-7019DD8ED5D5","35922023-DF61-4EDD-95CC-980C21B3B95F",2019-11-19,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-19 20:16:43,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-17 13:16:18
"C5212FDB-19EA-4B03-BE06-0B17511659DC","95A2F335-533D-413B-B940-5397C922C9F0",2012-08-30,"S2",NA,1,3,NA,FALSE,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-08-30 12:33:49,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-08-30 14:47:46
"C54F3BE2-B0AD-4F93-89DE-6C749A96F64D","DE90DDF8-DEC8-45B6-8B4D-1D89BD588A0A",2019-08-28,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-28 08:20:37,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-28 10:24:02
"C6C088E0-9F8D-4362-B14E-687CD104A890","7DA15F84-DD60-40EE-8DBC-D2ADC52F3FDB",2020-01-24,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2020-01-24 15:01:16,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2020-01-24 15:01:18
"C6C9691C-84A4-4E42-B9F3-1174527CA986","8C16B0B8-FACD-4561-B4CD-3525AF70770B",2013-09-11,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-11 14:01:33,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-11 17:22:56
"C6E9FEAF-927B-4367-AE8D-E1A0D8624641","6B2B19C4-355C-4537-BC60-839D94C6EE5D",2013-07-25,"S2",NA,1,3,NA,FALSE,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-07-25 08:12:11,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-07-25 09:56:34
"C7136CE4-9346-4EFF-BD3D-E0FA78CDC19E","82E06C3C-C1D6-4D59-BCA3-9712BB5AD10F",2013-07-22,"S2",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-22 15:22:58,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-23 07:48:21
"C76C526D-8095-42F1-AA7C-4C0074E8A559","89BC431D-5147-464B-BE96-6C629B58526A",2019-12-11,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-11 14:04:10,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-23 10:22:45
"C80443F0-6A39-4840-BE21-64E3A3AFD741","A777B91C-7CE6-4D82-9FDF-128A0E3A54EE",2011-08-17,"S2",NA,1,2,NA,FALSE,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-17 14:21:06,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-17 14:28:46
"C8D8AE09-FE1B-465A-8DA2-68C54D8CA873","B3758873-4FE1-42DF-B307-EDCE26D26A32",2011-09-22,"S2",NA,1,1,NA,FALSE,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-22 16:49:12,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-22 17:08:55
"C949F946-185A-4FC3-AF34-AE2651C4E76B","4AA46FDD-BAF9-42D9-B50D-C921BBB64F4A",2013-09-04,"S2",NA,1,1,NA,FALSE,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-09-04 14:25:31,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-09-04 16:16:58
"C953819B-4C7A-480E-87C2-94785C9D051D","FCCAC90C-5392-4E8A-B4E7-5E14DFD5D443",2011-06-07,"S1",NA,1,3,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-09 17:45:09,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-09 17:48:11
"C96850F4-EF0E-457B-88C7-154ACBC05420","A715FFE6-C317-450E-950B-711C1AF3D5DA",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-07-31 08:05:58,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-26 07:17:11
"C9CC518B-AF64-4FAE-B43E-E84BE017417E","BEE06F2F-4E02-4B25-8973-30BBDC22152B",2013-08-19,"S2",NA,1,1,NA,FALSE,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-19 10:48:09,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-19 13:12:26
"CA041BC0-CA69-4E14-BC9A-1CBCA97B45D0","3448493B-6CB6-4E4A-9A4B-2997470ACE52",2019-11-01,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 12:29:21,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-27 09:23:42
"CA125DDD-F3FA-49EC-87E8-7F9AF493CC4D","E5EA5F1D-6B4A-475A-9D00-556E978980F6",2019-12-20,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-20 11:28:20,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-04-01 16:00:36
"CA1DA6B6-2193-4C1A-BA37-66CBB05B10AB","B2252D52-C626-4897-9C8B-EFCE3EC2BED2",2012-09-12,"S2",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-12 08:47:32,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-12 10:03:59
"CA6FC3BB-9043-49E8-AE50-A1C383565DF3","7B844C68-79C8-445A-8825-6EF57858BCF5",2019-12-09,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-09 15:46:27,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-09 15:49:27
"CB3B52CE-9FB5-4BED-9F01-AEED3EB9346F","7F1BE38F-092D-48C5-B0ED-5E03D6A7914B",2011-10-04,"A2",NA,1,3,"Used A2 location, stream bed full of H20 at S2",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-10-04 13:16:32,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-10-04 13:25:38
"CC6F33AB-6772-4534-AF21-686B9E292A72","57E1AEC8-8992-453D-977B-6CD06B414394",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-29 11:34:08,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-09-23 16:09:51
"CC7A3E64-772B-4888-B28E-1D49F0F079E9","24E1668A-92F0-4B74-B1FF-ACEE0515BFBD",NA,NA,NA,NA,NA,"No soils collected at COLO",FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-08-16 10:44:41,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-08-16 15:56:41
"CC972444-D382-4EED-97EB-A3903495DB44","4485B31F-54FB-4A4E-AC5E-6DD054C87CFE",2011-09-09,"S2",NA,1,3,NA,FALSE,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-09 08:32:45,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-09 08:38:43
"CCC614FA-80EF-43BE-8E0D-3D7EE55CF8F7","97E437ED-191B-4163-B425-07F320AB7BC2",2019-11-13,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-13 16:36:48,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2020-01-24 13:45:35
"CCE97429-F9F8-4C76-AB63-2EF91959C661","3A980F75-60BD-430B-A0CE-2AD9E6461FB5",2012-07-31,"S2",NA,1,1,NA,FALSE,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-07-31 08:40:38,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-07-31 12:04:48
"CDBD04CC-8AB3-4C23-8C64-2935478A6583","FA2C625C-25C5-475C-9206-9F222932854B",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-19 14:13:02,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-09-24 10:09:01
"CDDA8F19-566D-4F6E-AE2A-F41775387112","4065BFA5-EDDA-4E85-B08B-2A59F52E33B5",2012-08-02,"S2",NA,1,1,"Original 2011 soil samples lost.  Jim Comiskey resampled one year later.",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-04 14:22:49,"{82BD4E92-4D30-461C-8C0E-800F9ED909CC}",2013-05-14 10:17:16
"CE23EB6D-709B-4043-A5DE-151381F62BC9","D8FB7BC1-3FB8-4C83-8ADD-8267029CC570",2012-09-20,"S2",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-20 08:03:57,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-20 09:16:09
"CEF88FE0-B6CD-4987-8B01-B3E85F741D54","958B2143-3C14-475E-92EC-30CF141CA21C",2013-08-15,"S2",NA,1,1,NA,FALSE,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2013-08-15 14:49:14,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2013-08-15 15:39:40
"CF5A333B-AA7D-4580-8035-44B348F1B2A9","0872AED3-BF3C-454A-B22A-D69C43108F6C",2019-08-29,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-29 10:49:28,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-09-24 13:43:50
"CF79568C-86D7-40B4-B7E8-8F3B99DC781A","CE7A073F-5793-40B8-A260-C9DA74C593AE",2011-09-07,"S2",NA,1,1,NA,FALSE,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2011-09-07 15:45:56,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2011-09-07 15:54:03
"CF900D79-F374-45D3-8E54-5BC91D96E936","30E76D63-6D0E-47E2-B7AB-2EAF402FED62",NA,NA,NA,NA,NA,"No soils collected at COLO",FALSE,NA,2013-08-08 15:29:16,NA,2013-08-08 15:29:16
"CFA8A8B5-B5C3-410D-AF2A-B22B13A6BC06","FC68E424-5178-4043-A80D-671E6A055CD9",2019-08-14,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-14 12:27:15,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-14 12:27:30
"CFBBE800-6287-4FF2-84AF-937690DA1988","3302CC61-1961-4AD3-A650-1BE97BDD2B91",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-18 11:05:08,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-04-01 15:59:42
"D00AEF5F-ADEC-4285-BA54-8C22EAE46687","3CFF3B2F-3E0E-4774-A953-051476F06D8D",NA,NA,NA,NA,NA,"No soils collected at COLO",FALSE,NA,2013-08-13 16:47:28,NA,2013-08-13 16:47:28
"D0DAE80B-9062-420B-8B13-0E3AF0685A8B","640E7F94-F0BD-4134-A7F5-01F6AE4C4996",2013-08-22,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-22 08:39:59,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-22 10:27:54
"D0EA5C0B-0819-4B05-A8C8-D41DA1A3C2DA","3BCC3621-9E22-4706-80EE-97C22297C6ED",2012-09-06,"S2",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-06 09:01:47,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-06 11:35:27
"D13667CD-977C-4BE7-B8BC-86D505D9B69A","AC4CF7BF-EAF7-485F-BBDA-F35A57AD63C2",2011-06-07,"S1",NA,1,3,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-28 13:21:31,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-28 13:27:07
"D2345CAD-0963-42AD-BA99-FCB63139E14A","E2F99AE6-AC08-45FE-8DA4-DC3D83B2713C",2019-11-25,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 10:16:49,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 10:17:19
"D260CD2C-40B4-4D7C-955A-DEE4B4FBF52A","C03B96F1-7CA4-4603-95B0-43E34F80D587",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-12 15:58:01,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-04 17:39:54
"D2666F76-17A3-495C-A0BB-4D8E367B3146","F8E044E2-4D40-42E1-B6D8-13942A58C41A",2019-11-01,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 11:26:20,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 11:26:33
"D29C0EA0-DCCE-4578-BF9D-50486F77D599","46F65F7A-4150-47A8-AC3A-E00DE1C27C96",2011-06-07,"S1",NA,1,1,"Only able to collect 2 samples (rock, scree slope)",FALSE,"{353252D0-B835-48BC-A821-80E2FA5A55C5}",2010-09-01 12:31:55,"{353252D0-B835-48BC-A821-80E2FA5A55C5}",2010-09-01 13:30:12
"D3EAE319-213D-4356-8358-3D9AFEA6EA28","0535B3EA-7EC6-4B1D-84F8-F9A854B4BB9E",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-17 08:36:01,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-18 13:18:20
"D3F2F8C4-B5CE-4D06-BD6C-C78C89C642D3","809B3E67-1BC2-45D4-9DFC-8B6052EBC4A8",2013-09-23,"S2",NA,1,3,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-23 08:55:27,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-23 11:16:20
"D428BACF-E32A-4AB3-A619-8A7444C59FC6","844388B3-2CEC-49C3-9159-A21ECD5BF57A",2020-01-24,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2020-01-24 15:22:18,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2020-01-24 15:24:06
"D45B1A4E-01A6-44D4-9F85-30B74BC41754","633437BB-A2E5-4832-BFBE-17EEB44AE855",2019-12-02,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-02 14:33:16,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-18 10:32:17
"D4B9898E-C600-4912-B58C-11CD5937C88F","95419F60-0482-4D94-AD95-1522043D3685",2011-06-07,"S1",NA,1,1,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 14:53:44,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 14:56:31
"D4C31538-0B80-4F23-8F0A-8FC8F36B791E","284082A6-3B52-4DF7-A5DE-DC2334F132FE",2011-06-07,"S1",NA,1,3,NA,FALSE,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 16:34:04,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 16:36:09
"D4D66CC3-667F-4547-9064-ECD3ADB3C464","F3688726-C803-409C-A999-C72A2DF2E010",2011-08-19,"S2",NA,1,1,NA,FALSE,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-19 08:43:12,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-19 10:08:19
