"LabResult_ID","Soil_Data_ID","Unit_Code","Plot_Number","Sampling_Year","QA.QC","Layer","Date_SoilCollected","Date_Dry","UMO_Sample","soil.pH","X..LOI","X..TN","X..TC","Ca","K.Reported","K.Analysis","Mg","P.Reported","P.Analysis","Al.Reported","Al.Analysis","Fe.Reported","Fe.Analysis","Mn","Na.Reported","Na.Analysis","Zn.Reported","Zn.Analysis","acidity.Reported","acidity.Analysis","ECEC","Notes","Appended_Date","Appended_By"
"4F80AE76-8728-4D6A-8F69-653E9BAD645B","F191A262-121A-4995-9E96-FB6E621F79F4","FRSP","121","2012",FALSE,"A",2012-08-28,2012-09-05,"23",4.5,6.6,0.1,2.05,28,"75.5",76,23,"1.58",1.6,"150.62",151,"4.194",4.2,20,"4.82",4.8,"0.8",0.83,"2.5376",2.5,3.1,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"4FD18100-5AA3-480E-89E5-8B342C8478F3","F3916FC1-867A-486F-8923-EA43E795CDFB","BOWA","005","2011",FALSE,"10 cm",2011-08-09,2011-08-27,"13",7.03,11.7,0.317,4.3,2472,"189.92",189.92,256.2,"2.738",2.738,"8.848",8.848,"5.202",5.202,2.802,"4.146",4.146,"< 0.2",0.2,"< 0.2",0.2,14.9723969625209,NA,2012-04-10 00:00:00,NA
"50333510-0A2F-4F62-BCCE-B21FB1706B70","866F0544-78AF-4674-B8B4-6AB568513B2F","FRSP","127","2012",FALSE,"O",2012-08-29,2012-09-05,"37",3.7,62.5,1.48,36.4,664,"876",876,367,"82.1",82,"241.25",241,"50.3",50,146,"26.025",26,"56",56,NA,NA,NA,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"513DAB6F-264A-43CD-A35A-2388AAFE76CD","74D40081-AC45-4B5C-8F3A-6BEF5C79C005","FRSP","220","2013",FALSE,"O",2013-08-20,2013-09-12,"33",3.67,48.7,0.873,25.442,340.25,"385.05",385.05,226.55,"23.735",23.735,"566",566,"99.6",99.6,31.33,"25.2",25.2,"8.315",8.315,"13",13,17.6602068795849,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"51A8276E-C413-43A9-8240-1A8A49767C2D","46C692C3-FA0D-4695-BB75-13BDD46A36B3","HOFU","247","2010",FALSE,"10cm",2010-08-05,2010-08-24,"11",5.25,8.8,0.2512,3.616,1148.9,"66.02",66.02,193,"1.7",1.7,"20.96",20.96,"< 0.2",0.2,17.56,"7.16",7.16,"3.6",3.6,"0.396",0.396,NA,NA,2011-06-07 10:38:37,NA
"528CA9B4-6641-4294-B830-8B126016DEAA","9EAB8C7A-720C-41D5-B58A-D24A9563965E","HOFU","052","2012",FALSE,"O",2012-08-01,2012-09-17,"89",3.6,70.2,1.29,35.3,502,"549.5",550,211,"104.65",105,"169.85",170,"37.635",38,32,"70.85",71,"29",29.045,"13.176",13.2,19.1,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"5320DF3F-5EC0-4565-9727-79A3BBD75B50","998A8993-F991-4937-9900-8F6ABE7E0888","PETE_FIVE","269","2010",FALSE,"O",2010-08-19,2010-08-31,"32",3.56,38,0.5475,18.79,527.25,"244.85",244.85,142.9,"22.85",22.85,"412.1",412.1,"49.45",49.45,44.7,"15.15",15.15,"5.55",5.55,"13.86",13.86,NA,NA,2011-06-07 10:38:37,NA
"5327888E-4ABA-4D1F-9971-16EE5A1AE675","27206F50-D646-4E9A-959E-50992452CBCE","PETE","192","2013",FALSE,"A",2013-09-09,2013-09-16,"68",4.36,4.3,0.123,2.896,218.6,"36.8",36.8,32.12,"1.902",1.902,"83.78",83.78,"5.018",5.018,14.064,"3.558",3.558,"0.82",0.82,"1.6",1.6,3.06694935219391,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"5384D4B5-C0DB-4758-8961-0DF576B10281","0D8FAA53-AC82-4E4F-BEF1-9F127654B942","FRSP","228","2013",FALSE,"O",2013-08-27,2013-09-16,"42",3.94,22,0.427,9.503,257.3,"229.65",229.65,182.85,"18.7",18.7,"227.2",227.2,"39.58",39.58,56.5,"14.405",14.405,"6.735",6.735,"6",5.99999999999999,9.44140885984022,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"5385F13F-A141-4DBA-A12D-9679B2BB7A0E","18B469A4-A0DD-4D41-B3F1-BD7A70CDD291","VAFO","042","2012",FALSE,"A",2012-08-01,2012-09-05,"137",5,8.5,0.25,3.34,261,"63.46",63,62,"3.142",3.1,"124.5",125,"4.56",4.6,105,"8.628",8.6,"4.2",4.198,"2.1472",2.1,4.2,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"53BCF3F2-5AE0-425D-8F60-64C72C18050E","B834D872-ED5D-4DD9-8E06-AE873B53834C","PETE","196","2013",FALSE,"O",2013-09-11,2013-09-16,"75",3.42,54.1,0.931,31.506,547,"323.65",323.65,155,"15.315",15.315,"589",589,"70.95",70.95,42.14,"30.85",30.85,"4.245",4.245,"20",20,24.9725999600055,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"53F2E3BA-289F-46FD-B223-2811C238EE7D","90F3B426-BB4A-4325-BC93-C206F52CE96D","VAFO","245","2010",FALSE,"10cm",2010-08-04,2010-08-24,"9",5.47,6.9,0.2035,2.778,564.48,"123.66",123.66,133,"< 1.0",1,"30.94",30.94,"0.24",0.24,12.9,"5.14",5.14,"2.58",2.58,"0.594",0.594,NA,NA,2011-06-07 10:38:37,NA
"5413BB61-D14D-4C7C-AD0B-B807A9424F65","9FC9BD92-3F38-4BD8-A6AF-111E6D8C215A","SAHI","236","2013",FALSE,"A",2013-09-16,2013-09-23,"124",4.55,6.5,0.223,3.458,294.2,"47.06",47.06,48.12,"1.928",1.928,"188.34",188.34,"4.126",4.126,19.942,"11.05",11.05,"4.308",4.308,"2.8",2.8,4.8354509172429,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"54F43D94-5196-4350-B212-878A0328B6FD","B32472D0-140C-4C51-9651-4397FE09B0E8","FRSP_CHWILD","048","2011",FALSE,"A",2011-08-23,2011-09-05,"25",4.16,10.6,0.156,5.48,45.32,"43.94",43.94,30.9,"3.802",3.802,"242",242,"17.474",17.474,10.034,"5.938",5.938,"1.346",1.346,"4.356",4.356,4.97511689558271,NA,2012-04-10 00:00:00,NA
"5615A5DE-9A33-43AC-94A9-9E0D75B7CC3E","233D6F0F-99B3-4272-A88A-9BEA64CD3632","FRSP_CHWILD","289","2010",FALSE,"A",2010-09-01,2010-09-22,"58",4.31,5.8,0.08302,1.497,85.72,"130.84",130.84,54.26,"2.98",2.98,"422.82",422.82,"13.66",13.66,7.46,"1.44",1.44,"1.02",1.02,"6.732",6.732,NA,NA,2011-06-07 10:38:37,NA
"56E02C2D-3499-49A9-A23A-DB351F541072","19B323B5-4363-45F2-99D5-A8562D6CDEA4","HOFU","083","2012",FALSE,"10 cm",2012-08-01,2012-09-05,"92",5.3,7.4,0.24,3.24,1348,"102.12",102,216,"2.756",2.8,"7.662",7.7,"0.284",0.3,36,"5.508",5.5,"1.5",1.508,"0.1952",0.2,9,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"57275E5C-2F0B-46A4-8E5E-0F6222F33E38","31A6B658-C657-4CF1-9DE4-BD94C1146096","RICH","015","2011",FALSE,"10 cm",2011-09-14,2011-09-22,"87",5.81,4.8,0.1312,2.325,647.8,"93",93,72.52,"1.902",1.902,"6.726",6.726,"1.752",1.752,14.642,"2.596",2.596,"< 0.2",0.2,"0.198",0.198,4.28301104690937,NA,2012-04-10 00:00:00,NA
"57893CB7-7F7A-4B8C-B6A3-78B023D60571","DE2035C8-85E7-46BE-B340-0085F8D14486","VAFO","157","2013",FALSE,"A",2013-07-23,2013-08-23,"93",4.77,12.5,0.391,7.145,703.8,"164.96",164.96,115.28,"2.964",2.964,"147.68",147.68,"2.738",2.738,78.22,"7.994",7.994,"2.764",2.764,"2.4",2.4,7.32445568922147,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"57BE619C-4539-4064-8A62-D4F9F8E99701","EA4D4EDC-33C6-4D3A-B3C8-B309A39B7DD1","FRSP","113","2012",FALSE,"10 cm",2012-09-20,2012-09-27,"12",5,4.2,0.12,1.76,193,"59.82",60,46,"2.962",3,"140.66",141,"34.2",34,22,"5.746",5.7,"3.1",3.094,"2.1472",2.1,3.7,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"57CB0581-8AAE-4AC0-8799-7411CCABF60D","56F0AE77-180A-4EF6-A8B8-5DA95D7F99FF","APCO","179","2013",FALSE,"O",2013-08-05,2013-08-26,"5",4.96,NA,0.823,22.342,4262.5,"847.5",847.5,581.5,"33.29",33.29,"72.8",72.8,"12.6",12.6,715.5,"22.91",22.91,"10.835",10.835,"2",2,30.3656361076905,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"5823654A-3D68-49BA-A3AB-45787565C218","D9904398-BC8D-4BFF-8A6E-AC80668CD687","FRSP_CHWILD","281","2010",FALSE,"10cm",2010-08-26,2010-09-22,"47",4.42,4,0.07217,1.843,12.98,"25.7",25.7,8.14,"1.26",1.26,"162.7",162.7,"11.56",11.56,4.82,"3.94",3.94,"1.1",1.1,"2.376",2.376,NA,NA,2011-06-07 10:38:37,NA
"5863E8C3-8387-4114-9C4C-1ABB26E802E8","5D82958F-7E6F-4C74-AD7E-7C2E9F1AD538","RICH","153","2012",FALSE,"A",2012-09-17,2012-09-27,"122",4.4,2.9,0.05,1.44,31,"22.46",22,12,"1.524",1.5,"131.28",131,"19.9",20,1,"4.074",4.1,"1",1.03,"2.1472",2.1,2.5,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"59FABE7A-2887-4DD9-A33B-940E5910BDEA","35904A04-318D-4BED-970D-596851BE418B","FRSP","146","2012",FALSE,"A",2012-08-30,2012-09-17,"46",4.4,4.9,0.08,1.92,14,"58.48",58,17,"2.16",2.2,"168.14",168,"9.772",9.8,14,"1.556",1.6,"0.7",0.688,"2.928",2.9,3.3,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"5A527611-2CF6-4BD6-851B-872EFCE098AC","EB62FE5D-E48C-400D-9995-1A4D96B0FD2C","FRSP","122","2012",FALSE,"A",2012-09-04,2012-09-27,"27",4.8,5.1,0.08,1.84,36,"36.9",37,18,"1.718",1.7,"124.44",124,"1.56",1.6,13,"3.248",3.2,"0.9",0.928,"1.7568",1.8,2.2,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"5A8A93FB-1C2B-4E49-9038-C669B86DB971","D13667CD-977C-4BE7-B8BC-86D505D9B69A","FRSP_FRED","277","2010",FALSE,"10cm",2010-08-25,2010-09-22,"42",4.46,5.1,0.146,3.466,59.16,"37.04",37.04,21.96,"2",2,"97.8",97.8,"12.62",12.62,8.78,"< 1.0",1,"1.32",1.32,"1.782",1.782,NA,NA,2011-06-07 10:38:37,NA
"5C14281B-84E5-408A-8CD4-AE2BFE2846AE","BE5A5DC7-C1EF-4F40-BCB8-107CD58810B0","FRSP","209","2013",FALSE,"A",2013-08-21,2013-09-13,"24",4.65,7.3,0.185,3.428,51.08,"108.16",108.16,40.9,"1.43",1.43,"168.12",168.12,"0.524",0.524,97.94,"5.092",5.092,"0.892",0.892,"3.2",3.2,4.09078868575879,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"5CFCB105-3753-4859-BED5-9EB90003ACCE","FB573A3F-C137-40F5-BC6F-383C84471588","APCO","263","2010",FALSE,"10cm",2010-08-17,2010-08-31,"26",4.85,8.9,0.1577,3.855,647.12,"152.12",152.12,320.44,"3.58",3.58,"149.88",149.88,"3.74",3.74,83.64,"16.44",16.44,"4.24",4.24,"2.178",2.17799999999999,NA,NA,2011-06-07 10:38:37,NA
"5DE74435-2F1B-4594-BF66-B38D7C12EF48","5B388065-7F4A-43A1-BD8A-04CAA1DCD6F9","VAFO","040","2012",FALSE,"10 cm",2012-08-02,2012-09-05,"134",4.6,9.9,0.28,5.54,544,"117.2",117,78,"7.474",7.5,"180.02",180,"3.064",3.1,73,"5.352",5.4,"5.4",5.432,"3.3184",3.3,7,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"5EA076D3-F602-4722-A8E2-ED0D8C771ECC","E4FABA8A-2DFB-4CEB-B5ED-D182B5711D6B","FRSP","202","2013",TRUE,"A",2013-09-24,2013-09-25,"18",4.7,4.9,0.125,2.548,22.84,"60.24",60.24,11.56,"1.224",1.224,"169.04",169.04,"0.654",0.654,44.04,"8.832",8.832,"0.826",0.826,"2.8",2.8,3.2018105290855,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"5F5647C5-A273-48EB-8173-074F77FA5C78","BC4763DD-C196-4842-A2BF-83BDD3E4573B","SAHI","237","2013",FALSE,"A",2013-09-16,2013-09-23,"125",4.65,9.1,0.26,4.896,449.6,"64.42",64.42,66.98,"3.148",3.148,"169.54",169.54,"6.7",6.7,28,"30.68",30.68,"5.626",5.626,"2.8",2.8,5.89742405776052,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"600343F7-D48C-43B1-A153-0A05E51CE06B","74D40081-AC45-4B5C-8F3A-6BEF5C79C005","FRSP","220","2013",FALSE,"A",2013-08-20,2013-08-26,"32",4.38,5.8,0.09,2.839,19.9,"43.08",43.08,11.68,"0.648",0.648,"230.2",230.2,"14.192",14.192,2.052,"4.26",4.26,"< 0.2",0.2,"4.4",4.4,4.72433245450623,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"615A9400-487A-418C-9ACF-45E8D2B2BDCE","B1386123-7C5A-423E-A4A7-E8B639CF91F8","VAFO","078","2012",FALSE,"10 cm",2012-07-31,2012-09-05,"142",5.3,8.4,0.23,3.49,740,"137.18",137,135,"2.832",2.8,"36.26",36,"3.918",3.9,21,"5.592",5.6,"3.2",3.156,"0.976",1,6.2,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"62406328-7162-4153-9289-AC56B0E6A83E","2D16ED35-D088-4C34-86B3-EC20494B72F2","GEWA","218","2013",FALSE,"A",2013-08-26,2013-09-12,"57",4.38,6.3,0.18,2.564,222.8,"82.4",82.4,54.46,"2.604",2.604,"268.2",268.2,"< 0.2",0.2,131.06,"9.518",9.518,"0.852",0.852,"5.6",5.6,7.41435474935009,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"63EE66DD-042F-4E48-8746-AC8972D9F9BE","47D1A034-999A-41F2-AD02-0F9B0DC6B856","GETT","256","2010",FALSE,"10cm",2010-08-09,2010-08-24,"19",5.51,9.8,0.2842,4.045,2314.6,"144.98",144.98,590.68,"4.24",4.24,"7.12",7.12,"0.94",0.94,16.74,"14.62",14.62,"1.24",1.24,"0.198",0.197999999999999,NA,NA,2011-06-07 10:38:37,NA
"64B3AC6C-FF6B-4470-886C-8B8FA9E7DFF3","2EE9AF08-0D75-4AF9-9219-008B1E484C13","RICH","303","2010",FALSE,"O",2010-09-15,2010-09-22,"77",NA,NA,1.447,34.59,1142.4,"826.15",826.15,243.6,"90.9",90.9,"391",391,"31.25",31.25,307.3,"25.9",25.9,"18.45",18.45,NA,NA,NA,NA,2011-06-07 10:38:37,NA
"65952309-5D13-4AF6-9F43-4024D27A3692","11CB71AE-82BA-413E-905A-9F060DE95206","FRSP_CHWILD","044","2011",FALSE,"A",2011-08-29,2011-09-14,"17",4.65,6.4,0.1045,2.726,55.92,"47.28",47.28,14.32,"1.144",1.144,"133.16",133.16,"5.296",5.296,13.776,"3.706",3.706,"0.878",0.878,"2.178",2.178,2.71249384189532,NA,2012-04-10 00:00:00,NA
"666AD7DB-3D19-42BF-88BA-DE14D357F380","2F00BDE7-DF9A-4CC7-BBEB-0DFBFA710A0B","BOWA","182","2013",FALSE,"A",2013-08-07,2013-08-26,"10",4.84,15,0.284,4.736,698.8,"245",245,323.4,"2.152",2.152,"86.6",86.6,"2.292",2.292,37.52,"6.174",6.174,"0.79",0.79,"1.2",1.2,8.00917033879574,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"668C096D-F6E8-4752-A65E-E22A7AB86BCE","53DF7D68-8DC9-427E-A0E9-77B69359AE53","HOFU","051","2012",FALSE,"O",2012-08-01,2012-09-05,"87",4.8,20.5,0.56,8.75,911,"230.4",230,177,"5.628",5.6,"144.06",144,"2.048",2,203,"21.46",21,"14",14.202,"2.928",2.9,9.6,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"669DF3FC-8116-468B-9C79-C2ECDCAF6F43","607D9B48-2F14-43BA-9594-3F7B3884DDB6","GETT","030","2012",FALSE,"A",2012-08-06,2012-09-27,"63",5,9,0.28,3.42,1460,"77.88",78,376,"3.008",3,"10.14",10,"0.764",0.8,36,"9.082",9.1,"2.9",2.926,"0.976",1,11.6,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"6810C1AD-A0BC-4199-91B3-C05DDC3CD119","1B97AE78-B5AB-43BB-A1B1-C2074BB79728","GEWA","5159","2012",FALSE,"10 cm",2012-08-23,2012-09-05,"84",6,8.2,0.27,3.97,2546,"45.24",45,157,"5.118",5.1,"4.474",4.5,"1.904",1.9,2.6,"14.94",15,"< 0.2",0.2,"0.1952",0.2,14.4,"o present but not collected",2013-05-14 10:21:09,"Adam J Kozlowski"
"68342A76-761C-4E5B-BCCA-003C752274B6","E171C76F-D673-4CA2-A800-7245A7CFD159","GEWA","294","2010",FALSE,"O",2010-09-09,2010-09-22,"63",4.13,27.5,0.54,13.12,1087.25,"277.25",277.25,178.75,"22",22,"304.1",304.1,"78",78,192.1,"17.05",17.05,"10.7",10.7,"6.435",6.43499999999999,NA,NA,2011-06-07 10:38:37,NA
"684D3E7E-2E9F-4AA4-A283-2D77ADF8D83F","6DB385CA-7399-4DC2-AD79-CDE6EECD861A","VAFO","240","2010",FALSE,"O",2010-08-02,2010-08-24,"1",4.07,78.4,1.765,42.58,1068.45,"545.8",545.8,515.6,"128.85",128.85,"131.85",131.85,"20.7",20.7,55.5,"26.5",26.5,"32.25",32.25,NA,NA,NA,NA,2011-06-07 10:38:37,NA
"687CDE85-B477-4955-AE1A-2814F095D973","E83A148D-A4F8-462F-AA25-1F063AC4AB7C","FRSP","145","2012",FALSE,"A",2012-08-28,2012-09-17,"44",4.5,3.5,0.05,1.27,18,"36.1",36,9.7,"1.572",1.6,"111.06",111,"5.494",5.5,6.7,"1.842",1.8,"0.8",0.828,"2.1472",2.1,2.4,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"68D3B097-A323-42C7-8FCC-FDE5BFC38FA5","6B7EB931-C814-475B-8DBC-545FBAD6C2AC","FRSP_SPOT","315","2010",FALSE,"O",2010-09-20,2010-09-22,"97",4.06,29,0.5045,15.26,307.45,"329.05",329.05,143.55,"31.85",31.85,"139.8",139.8,"30.8",30.8,86.95,"24.45",24.45,"5.4",5.4,"5.94",5.93999999999999,NA,NA,2011-06-07 10:38:37,NA
"69F19955-B1E1-4E5F-8A54-C4382534C536","DA276C97-EA8D-4B3B-99DB-E461566D7FCA","GETT","170","2013",FALSE,"A",2013-07-30,2013-08-26,"50",5.6,9,0.292,4.005,2234,"85.46",85.46,321.2,"2.416",2.416,"6.756",6.756,"0.33",0.33,80.28,"15.64",15.64,"0.408",0.408,"0.4",0.399999999999997,14.500189174113,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"6A669ED6-2E8C-40C6-A87C-2A6EFF12B90C","6B7EB931-C814-475B-8DBC-545FBAD6C2AC","FRSP_SPOT","315","2010",FALSE,"A",2010-09-20,2010-09-22,"98",4.52,3.2,0.05874,1.505,12.7,"19.82",19.82,11.82,"1.52",1.52,"138.24",138.24,"7.12",7.12,7.9,"2.38",2.38,"0.38",0.38,"1.98",1.98,NA,NA,2011-06-07 10:38:37,NA
"6B72D3A8-83CC-4B54-B39C-68B8BF485FB7","BD6EFE21-B904-4E1D-AA11-245D73B5CAE5","HOFU","053","2012",FALSE,"10 cm",2012-08-01,2012-09-05,"91",5,7.6,0.22,3.54,919,"52.2",52,131,"1.764",1.8,"28.12",28,"1.834",1.8,11,"7.084",7.1,"4",3.982,"0.976",1,6.8,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"6BA99BF9-D890-4C28-BDA3-E0E36C22A9CB","61135A9A-F53B-43FF-89C7-86BAC0E36DDE","PETE","110","2012",FALSE,"O",2012-09-11,2012-09-27,"105",3.8,28,0.46,14.2,880,"205.2",205,153,"16.405",16,"250",250,"44.765",45,56,"16.765",17,"5.1",5.075,"8.296",8.3,14.5,"Laura (SCA) dug soils",2013-05-14 10:21:09,"Adam J Kozlowski"
"6BCBEC60-2893-4F93-9D65-A608E96B0DAB","8818B60D-12C7-48A9-B93E-5FE2B938D430","FRSP_SPOT","316","2010",FALSE,"10cm",2010-09-20,2010-09-22,"99",5.37,2,0.04608,0.8841,51.82,"29.5",29.5,29.28,"< 1.0",1,"28.02",28.02,"1.88",1.88,13.8,"1.82",1.82,"< 0.2",0.2,"0.396",0.396000000000008,NA,NA,2011-06-07 10:38:37,NA
"6C10DBF0-8F28-4146-91B5-9F05F661BB3A","9623C67C-5DC3-4105-BFAA-12369DD7C69D","GETT","259","2010",FALSE,"10cm",2010-08-11,2010-08-24,"22",5.6,9.8,0.2711,3.892,1185.68,"102",102,275.92,"2.88",2.88,"15.2",15.2,"1.58",1.58,76.18,"9.36",9.36,"1.26",1.26,"0.396",0.395999999999994,NA,NA,2011-06-07 10:38:37,NA
"6C23B1AE-4497-4A39-BA1E-2BC48B867B20","2CD864E6-53C1-4B7C-9214-27B0D9E5BD39","BOWA","095","2012",FALSE,"10 cm",2012-08-13,2012-09-27,"9",5.5,8.3,0.18,2.79,597,"184.64",185,167,"2.65",2.7,"15.794",16,"1.044",1,51,"5.458",5.5,"0.9",0.91,"0.5856",0.6,5.4,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"6C298D24-2A2C-4F50-882B-68FF48DED699","01663090-1C2F-4264-8E4D-A877581A0D8D","FRSP_CHWILD","282","2010",FALSE,"10cm",2010-08-26,2010-09-22,"48",4.92,6.6,0.1623,3.147,301.3,"80.82",80.82,60.56,"2.66",2.66,"84.92",84.92,"1.82",1.82,43.74,"2.54",2.54,"2.82",2.82,"1.386",1.386,NA,NA,2011-06-07 10:38:37,NA
"6C4EF996-B0E3-4123-AC06-9D5B0EF28D40","B54E81EF-D5CA-4DC8-92B6-59F5660289CD","GETT","028","2012",FALSE,"A",2012-08-06,2012-09-17,"60",5.8,7.3,0.16,2.15,1293,"131.86",132,200,"1.978",2,"2.772",2.8,"0.504",0.5,17,"3.678",3.7,"< 0.2",0.2,"0.1952",0.2,8.7,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"6D513151-0D8C-4DBF-ABCB-14731C5FFC93","AAA4FCA4-21E8-42CE-B32F-EF423FDC821E","FRSP","222","2013",FALSE,"A",2013-08-26,2013-09-16,"35",5.23,5.2,0.096,1.796,56.58,"60.38",60.38,33.42,"0.63",0.63,"63.88",63.88,"0.568",0.568,28.16,"3.562",3.562,"0.514",0.514,"0.8",0.8,1.52787323734647,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"6DBAD570-D21B-4C2B-9444-D3F4F5BBEB46","09DE39AD-B965-4234-84CA-A637ACE312CA","FRSP","125","2012",FALSE,"A",2012-08-29,2012-09-27,"33",3.8,11.2,0.16,5.06,31,"109.06",109,36,"4.024",4,"276.4",276,"41.48",41,6.4,"7.832",7.8,"3.3",3.338,NA,NA,NA,"14.5 cm total (this layer)",2013-05-14 10:21:09,"Adam J Kozlowski"
"6E76C98E-8BFC-4913-A3DD-81D1B86FED86","0135066D-E2D6-4A29-BAA6-F8BB9B4AE0A4","SAHI","231","2013",FALSE,"A",2013-09-16,2013-09-23,"123",5.35,7.7,0.265,3.668,586,"70.48",70.48,83.26,"1.798",1.798,"63.42",63.42,"2.734",2.734,14.976,"18.04",18.04,"2.624",2.624,"0.8",0.8,4.67395802679633,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"6E9254D2-F1C9-48B0-A72E-B53A7854DBBA","B3D80530-EC5D-4818-890E-63B642D6080D","PETE_EAST","301","2010",FALSE,"O",2010-09-13,2010-09-22,"73",4.17,4.4,0.1035,2.515,63.46,"35.34",35.34,13.4,"< 1.0",1,"109.6",109.6,"8.38",8.38,4.28,"6.32",6.32,"0.76",0.76,"2.178",2.178,NA,NA,2011-06-07 10:38:37,NA
"6F95C289-9F60-4628-BD7C-1645A9D1951E","CF79568C-86D7-40B4-B7E8-8F3B99DC781A","PETE_FIVE","067","2011",FALSE,"O",2011-08-14,2011-08-27,"83",4.17,11.6,0.2104,5.737,97.6,"57.5",57.5,31.85,"7.12",7.12,"164.6",164.6,"27.665",27.665,7.095,"11.9",11.9,"1.94",1.94,"3.465",3.46499999999999,4.41393787165965,NA,2012-04-10 00:00:00,NA
"6FF88FDB-0EC7-4E0C-BEB1-1293C01CEEE0","6C793D04-BB70-41CD-990B-41ED17FDB9E6","APCO","267","2010",FALSE,"10cm",2010-08-18,2010-08-31,"30",5.47,6.9,0.1219,1.974,631.9,"45.54",45.54,136.08,"1.06",1.06,"16.78",16.78,"1.18",1.18,64.78,"8.54",8.54,"0.58",0.58,"0.198",0.197999999999992,NA,NA,2011-06-07 10:38:37,NA
"6FFC6564-67BC-426C-B37B-FD8C29B44E9B","D7F1013B-AA95-430B-8854-3EDB30C233B7","FRSP","180","2013",FALSE,"A",2013-08-27,2013-09-16,"11",4.83,3.2,0.071,1.137,97.26,"53.9",53.9,82.46,"1.468",1.468,"157.7",157.7,"1.836",1.836,22.98,"7.766",7.766,"0.738",0.738,"3.2",3.2,4.53660000736741,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"70246734-12E9-41C8-AFA3-E7FF2183B477","5A6F0CC2-0AA0-4892-8F02-42B4FB73A1DA","FRSP_CHWILD","074","2011",FALSE,"10 cm ",2011-08-30,2011-09-22,"35",4.9,9.5,0.1875,3.233,169,"138.86",138.86,88.02,"1.712",1.712,"152.26",152.26,"2.27",2.27,121.46,"3.57",3.57,"2.406",2.406,"2.178",2.17800000000001,4.11810684853652,NA,2012-04-10 00:00:00,NA
"7055217D-266E-4B2C-9E98-26782A3170B4","DEC4F50F-C0CD-48EE-97B1-00B151127BA2","FRSP_CHWILD","047","2011",FALSE,"10 cm",2011-08-23,2011-09-05,"24",3.96,18.8,0.3819,10.31,143.25,"152.85",152.85,96.9,"13.835",13.835,"341.05",341.05,"70.3",70.3,42.845,"10.74",10.74,"4.615",4.615,"6.435",6.43499999999999,8.38639723248397,NA,2012-04-10 00:00:00,NA
"70DFA0F5-30F9-4305-AABA-F34616DEB5E6","C180E364-3E51-4751-93AA-AF30D37393CC","PETE_FIVE","302","2010",FALSE,"A",2010-09-14,2010-09-22,"76",4.54,3.8,0.06562,2.04,89.86,"46.64",46.64,7.98,"< 1.0",1,"96.84",96.84,"17.14",17.14,1.86,"5.56",5.56,"0.84",0.84,"1.386",1.386,NA,NA,2011-06-07 10:38:37,NA
"719D6A65-C67C-4302-81D2-EFEA511F59E6","1D4DE7BD-5082-4751-82FE-FE25CD817146","APCO","262","2010",FALSE,"10cm",2010-08-17,2010-08-31,"25",5.27,6.9,0.1256,2.433,504.04,"61.94",61.94,104.28,"1.66",1.66,"28.7",28.7,"1.22",1.22,97.28,"4.12",4.12,"0.38",0.38,"0.594",0.593999999999997,NA,NA,2011-06-07 10:38:37,NA
"71F06B48-9C52-452F-924A-8996808B3629","868AA3CF-A0E1-4A71-BB4F-4D410D466BC0","FRSP","116","2012",FALSE,"O",2012-09-04,2012-09-27,"15",5.3,20.9,0.56,12.5,2613,"318.65",319,365,"14.165",14,"13.03",13,"1.22",1.2,147,"12.695",13,"3.6",3.56,"1.464",1.5,18.4,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
